customer_id,is_churned,churn_date,churn_reason
CUST100130,0,,
CUST100131,0,,
CUST100132,0,,
CUST100133,0,,
CUST100134,0,,
CUST100135,0,,
CUST100136,1,2025-08-22,Poor Network
CUST100137,1,2025-10-15,High Charges
CUST100138,0,,
CUST100139,0,,
CUST100140,0,,
CUST100141,1,2025-08-27,Better Offer Elsewhere
CUST100142,0,,
CUST100143,0,,
CUST100144,0,,
CUST100145,0,,
CUST100146,0,,
CUST100147,0,,
CUST100148,0,,
CUST100149,1,2025-12-31,Other
CUST100150,0,,
CUST100151,0,,
CUST100152,0,,
CUST100153,0,,
CUST100154,0,,
CUST100155,0,,
CUST100156,0,,
CUST100157,1,2025-10-13,High Charges
CUST100158,0,,
CUST100159,0,,
CUST100160,0,,
CUST100161,1,2026-01-22,Poor Network
CUST100162,1,2025-10-29,Poor Customer Service
CUST100163,1,2025-09-23,Better Offer Elsewhere
CUST100164,0,,
CUST100165,1,2025-10-17,High Charges
CUST100166,0,,
CUST100167,1,2026-01-18,High Charges
CUST100168,1,2025-11-11,High Charges
CUST100169,0,,
CUST100170,1,2025-10-02,Other
CUST100171,0,,
CUST100172,0,,
CUST100173,1,2026-01-23,High Charges
CUST100174,0,,
CUST100175,0,,
CUST100176,1,2025-09-11,Poor Customer Service
CUST100177,0,,
CUST100178,0,,
CUST100179,1,2026-01-09,Better Offer Elsewhere
CUST100180,0,,
CUST100181,0,,
CUST100182,0,,
CUST100183,1,2026-01-11,High Charges
CUST100184,0,,
CUST100185,1,2025-10-29,Poor Customer Service
CUST100186,0,,
CUST100187,0,,
CUST100188,0,,
CUST100189,0,,
CUST100190,0,,
CUST100191,0,,
CUST100192,0,,
CUST100193,0,,
CUST100194,0,,
CUST100195,0,,
CUST100196,0,,
CUST100197,0,,
CUST100198,0,,
CUST100199,0,,
CUST100200,1,2025-12-09,Better Offer Elsewhere
CUST100201,0,,
CUST100202,0,,
CUST100203,0,,
CUST100204,1,2025-12-13,Better Offer Elsewhere
CUST100205,1,2025-10-25,Better Offer Elsewhere
CUST100206,1,2025-09-07,Poor Network
CUST100207,0,,
CUST100208,0,,
CUST100209,1,2025-09-14,Poor Customer Service
CUST100210,1,2026-01-23,Poor Customer Service
CUST100211,1,2025-08-18,Poor Network
CUST100212,1,2026-01-20,Other
CUST100213,0,,
CUST100214,1,2026-01-14,Better Offer Elsewhere
CUST100215,0,,
CUST100216,0,,
CUST100217,0,,
CUST100218,1,2025-09-27,High Charges
CUST100219,0,,
CUST100220,0,,
CUST100221,0,,
CUST100222,0,,
CUST100223,1,2025-09-06,High Charges
CUST100224,0,,
CUST100225,0,,
CUST100226,0,,
CUST100227,0,,
CUST100228,0,,
CUST100229,1,2025-10-01,Poor Customer Service
CUST100230,0,,
CUST100231,0,,
CUST100232,0,,
CUST100233,0,,
CUST100234,0,,
CUST100235,0,,
CUST100236,1,2025-09-08,Better Offer Elsewhere
CUST100237,1,2025-12-14,High Charges
CUST100238,0,,
CUST100239,0,,
CUST100240,1,2025-08-17,Poor Network
CUST100241,0,,
CUST100242,0,,
CUST100243,0,,
CUST100244,0,,
CUST100245,0,,
CUST100246,0,,
CUST100247,0,,
CUST100248,0,,
CUST100249,1,2025-11-14,Better Offer Elsewhere
CUST100250,0,,
CUST100251,0,,
CUST100252,0,,
CUST100253,0,,
CUST100254,0,,
CUST100255,0,,
CUST100256,0,,
CUST100257,0,,
CUST100258,0,,
CUST100259,0,,
CUST100260,0,,
CUST100261,0,,
CUST100262,0,,
CUST100263,0,,
CUST100264,0,,
CUST100265,0,,
CUST100266,0,,
CUST100267,0,,
CUST100268,0,,
CUST100269,1,2025-11-06,Poor Network
CUST100270,0,,
CUST100271,0,,
CUST100272,0,,
CUST100273,0,,
CUST100274,0,,
CUST100275,0,,
CUST100276,0,,
CUST100277,0,,
CUST100278,1,2025-08-21,High Charges
CUST100279,0,,
CUST100280,0,,
CUST100281,0,,
CUST100282,0,,
CUST100283,1,2025-08-31,Better Offer Elsewhere
CUST100284,1,2025-11-18,Better Offer Elsewhere
CUST100285,0,,
CUST100286,1,2025-10-01,Poor Network
CUST100287,0,,
CUST100288,0,,
CUST100289,0,,
CUST100290,0,,
CUST100291,0,,
CUST100292,0,,
CUST100293,1,2025-12-28,High Charges
CUST100294,0,,
CUST100295,0,,
CUST100296,1,2025-08-28,High Charges
CUST100297,0,,
CUST100298,0,,
CUST100299,1,2025-09-06,Poor Network
CUST100300,1,2026-01-07,High Charges
CUST100301,0,,
CUST100302,0,,
CUST100303,0,,
CUST100304,0,,
CUST100305,1,2025-11-13,Poor Network
CUST100306,0,,
CUST100307,0,,
CUST100308,0,,
CUST100309,1,2025-12-16,High Charges
CUST100310,0,,
CUST100311,0,,
CUST100312,0,,
CUST100313,0,,
CUST100314,1,2025-09-30,Better Offer Elsewhere
CUST100315,0,,
CUST100316,0,,
CUST100317,0,,
CUST100318,0,,
CUST100319,0,,
CUST100320,0,,
CUST100321,0,,
CUST100322,0,,
CUST100323,0,,
CUST100324,1,2026-01-27,High Charges
CUST100325,1,2025-11-28,Poor Customer Service
CUST100326,0,,
CUST100327,0,,
CUST100328,1,2025-09-05,Better Offer Elsewhere
CUST100329,0,,
CUST100330,0,,
CUST100331,0,,
CUST100332,0,,
CUST100333,0,,
CUST100334,1,2025-12-06,High Charges
CUST100335,1,2025-12-10,Better Offer Elsewhere
CUST100336,1,2025-12-25,High Charges
CUST100337,0,,
CUST100338,0,,
CUST100339,1,2025-12-14,Poor Customer Service
CUST100340,0,,
CUST100341,0,,
CUST100342,0,,
CUST100343,1,2025-11-10,Other
CUST100344,0,,
CUST100345,0,,
CUST100346,0,,
CUST100347,0,,
CUST100348,0,,
CUST100349,0,,
CUST100350,0,,
CUST100351,0,,
CUST100352,1,2025-12-24,Poor Customer Service
CUST100353,1,2026-01-12,High Charges
CUST100354,0,,
CUST100355,0,,
CUST100356,0,,
CUST100357,1,2025-12-08,Other
CUST100358,1,2025-12-07,Other
CUST100359,1,2025-08-06,High Charges
CUST100360,1,2026-01-08,Poor Network
CUST100361,0,,
CUST100362,0,,
CUST100363,0,,
CUST100364,0,,
CUST100365,0,,
CUST100366,0,,
CUST100367,0,,
CUST100368,0,,
CUST100369,0,,
CUST100370,0,,
CUST100371,0,,
CUST100372,1,2025-12-07,Better Offer Elsewhere
CUST100373,0,,
CUST100374,0,,
CUST100375,0,,
CUST100376,0,,
CUST100377,0,,
CUST100378,0,,
CUST100379,0,,
CUST100380,0,,
CUST100381,0,,
CUST100382,0,,
CUST100383,0,,
CUST100384,0,,
CUST100385,0,,
CUST100386,0,,
CUST100387,0,,
CUST100388,1,2025-10-02,Poor Customer Service
CUST100389,0,,
CUST100390,0,,
CUST100391,1,2025-12-10,Poor Network
CUST100392,0,,
CUST100393,1,2025-12-17,Better Offer Elsewhere
CUST100394,1,2025-11-07,High Charges
CUST100395,0,,
CUST100396,0,,
CUST100397,0,,
CUST100398,0,,
CUST100399,0,,
CUST100400,0,,
CUST100401,0,,
CUST100402,0,,
CUST100403,1,2025-09-30,Poor Customer Service
CUST100404,0,,
CUST100405,1,2026-01-22,High Charges
CUST100406,0,,
CUST100407,0,,
CUST100408,0,,
CUST100409,0,,
CUST100410,0,,
CUST100411,0,,
CUST100412,0,,
CUST100413,0,,
CUST100414,0,,
CUST100415,0,,
CUST100416,0,,
CUST100417,0,,
CUST100418,0,,
CUST100419,0,,
CUST100420,1,2025-09-30,Other
CUST100421,0,,
CUST100422,0,,
CUST100423,0,,
CUST100424,0,,
CUST100425,0,,
CUST100426,1,2025-12-03,High Charges
CUST100427,0,,
CUST100428,1,2025-12-13,High Charges
CUST100429,0,,
CUST100430,0,,
CUST100431,0,,
CUST100432,1,2025-10-13,Better Offer Elsewhere
CUST100433,0,,
CUST100434,0,,
CUST100435,0,,
CUST100436,0,,
CUST100437,0,,
CUST100438,1,2026-01-06,Poor Customer Service
CUST100439,0,,
CUST100440,0,,
CUST100441,0,,
CUST100442,0,,
CUST100443,0,,
CUST100444,0,,
CUST100445,0,,
CUST100446,1,2025-11-08,Poor Customer Service
CUST100447,0,,
CUST100448,0,,
CUST100449,1,2025-08-18,High Charges
CUST100450,1,2025-11-23,High Charges
CUST100451,0,,
CUST100452,1,2026-01-14,High Charges
CUST100453,0,,
CUST100454,0,,
CUST100455,0,,
CUST100456,0,,
CUST100457,0,,
CUST100458,0,,
CUST100459,1,2025-09-11,Poor Network
CUST100460,0,,
CUST100461,0,,
CUST100462,0,,
CUST100463,0,,
CUST100464,0,,
CUST100465,1,2026-01-16,High Charges
CUST100466,0,,
CUST100467,0,,
CUST100468,0,,
CUST100469,0,,
CUST100470,1,2025-11-07,Poor Network
CUST100471,0,,
CUST100472,0,,
CUST100473,1,2025-11-11,Poor Network
CUST100474,0,,
CUST100475,1,2025-09-21,Poor Customer Service
CUST100476,0,,
CUST100477,0,,
CUST100478,0,,
CUST100479,0,,
CUST100480,0,,
CUST100481,0,,
CUST100482,0,,
CUST100483,0,,
CUST100484,0,,
CUST100485,0,,
CUST100486,0,,
CUST100487,0,,
CUST100488,0,,
CUST100489,0,,
CUST100490,0,,
CUST100491,0,,
CUST100492,1,2025-09-09,Poor Customer Service
CUST100493,0,,
CUST100494,0,,
CUST100495,1,2026-01-21,High Charges
CUST100496,0,,
CUST100497,0,,
CUST100498,0,,
CUST100499,0,,
CUST100500,1,2026-01-10,Better Offer Elsewhere
CUST100501,0,,
CUST100502,0,,
CUST100503,0,,
CUST100504,0,,
CUST100505,1,2025-11-06,Better Offer Elsewhere
CUST100506,0,,
CUST100507,1,2025-08-07,High Charges
CUST100508,0,,
CUST100509,0,,
CUST100510,0,,
CUST100511,0,,
CUST100512,0,,
CUST100513,0,,
CUST100514,0,,
CUST100515,0,,
CUST100516,0,,
CUST100517,1,2025-11-30,Poor Network
CUST100518,0,,
CUST100519,0,,
CUST100520,0,,
CUST100521,0,,
CUST100522,0,,
CUST100523,1,2025-12-04,High Charges
CUST100524,0,,
CUST100525,0,,
CUST100526,1,2025-12-04,Better Offer Elsewhere
CUST100527,0,,
CUST100528,0,,
CUST100529,1,2025-11-19,Better Offer Elsewhere
CUST100530,0,,
CUST100531,0,,
CUST100532,1,2025-09-02,Other
CUST100533,0,,
CUST100534,0,,
CUST100535,0,,
CUST100536,1,2025-10-23,Poor Customer Service
CUST100537,1,2026-01-12,Poor Network
CUST100538,0,,
CUST100539,0,,
CUST100540,0,,
CUST100541,0,,
CUST100542,0,,
CUST100543,0,,
CUST100544,1,2025-11-20,High Charges
CUST100545,0,,
CUST100546,0,,
CUST100547,0,,
CUST100548,0,,
CUST100549,0,,
CUST100550,0,,
CUST100551,0,,
CUST100552,0,,
CUST100553,0,,
CUST100554,1,2025-08-25,High Charges
CUST100555,0,,
CUST100556,0,,
CUST100557,1,2026-01-16,Better Offer Elsewhere
CUST100558,0,,
CUST100559,0,,
CUST100560,0,,
CUST100561,0,,
CUST100562,0,,
CUST100563,0,,
CUST100564,0,,
CUST100565,0,,
CUST100566,0,,
CUST100567,0,,
CUST100568,0,,
CUST100569,0,,
CUST100570,0,,
CUST100571,0,,
CUST100572,0,,
CUST100573,1,2025-09-22,High Charges
CUST100574,0,,
CUST100575,0,,
CUST100576,0,,
CUST100577,1,2025-10-27,Poor Network
CUST100578,0,,
CUST100579,0,,
CUST100580,0,,
CUST100581,1,2026-01-13,Better Offer Elsewhere
CUST100582,0,,
CUST100583,0,,
CUST100584,0,,
CUST100585,0,,
CUST100586,0,,
CUST100587,0,,
CUST100588,0,,
CUST100589,0,,
CUST100590,0,,
CUST100591,1,2025-11-21,Poor Customer Service
CUST100592,0,,
CUST100593,0,,
CUST100594,0,,
CUST100595,0,,
CUST100596,0,,
CUST100597,0,,
CUST100598,0,,
CUST100599,0,,
CUST100600,0,,
CUST100601,0,,
CUST100602,0,,
CUST100603,0,,
CUST100604,0,,
CUST100605,0,,
CUST100606,0,,
CUST100607,1,2025-10-03,High Charges
CUST100608,1,2025-08-27,Poor Network
CUST100609,1,2026-01-05,Poor Customer Service
CUST100610,1,2025-09-15,Poor Network
CUST100611,0,,
CUST100612,0,,
CUST100613,0,,
CUST100614,1,2025-08-08,Better Offer Elsewhere
CUST100615,1,2025-11-05,Better Offer Elsewhere
CUST100616,0,,
CUST100617,0,,
CUST100618,0,,
CUST100619,0,,
CUST100620,0,,
CUST100621,1,2025-10-18,Better Offer Elsewhere
CUST100622,0,,
CUST100623,0,,
CUST100624,0,,
CUST100625,0,,
CUST100626,0,,
CUST100627,0,,
CUST100628,0,,
CUST100629,0,,
CUST100630,1,2025-11-28,Poor Network
CUST100631,0,,
CUST100632,1,2025-09-11,High Charges
CUST100633,0,,
CUST100634,0,,
CUST100635,0,,
CUST100636,0,,
CUST100637,1,2025-10-05,Poor Network
CUST100638,0,,
CUST100639,0,,
CUST100640,0,,
CUST100641,0,,
CUST100642,0,,
CUST100643,0,,
CUST100644,0,,
CUST100645,0,,
CUST100646,0,,
CUST100647,0,,
CUST100648,0,,
CUST100649,0,,
CUST100650,1,2025-09-05,High Charges
CUST100651,0,,
CUST100652,0,,
CUST100653,0,,
CUST100654,0,,
CUST100655,0,,
CUST100656,1,2025-11-05,Poor Network
CUST100657,0,,
CUST100658,0,,
CUST100659,0,,
CUST100660,1,2025-12-17,Better Offer Elsewhere
CUST100661,0,,
CUST100662,0,,
CUST100663,1,2025-09-18,Better Offer Elsewhere
CUST100664,0,,
CUST100665,0,,
CUST100666,0,,
CUST100667,1,2026-01-08,Poor Network
CUST100668,1,2025-09-01,Better Offer Elsewhere
CUST100669,0,,
CUST100670,1,2025-11-27,Better Offer Elsewhere
CUST100671,0,,
CUST100672,0,,
CUST100673,0,,
CUST100674,0,,
CUST100675,1,2025-09-10,Poor Network
CUST100676,0,,
CUST100677,0,,
CUST100678,0,,
CUST100679,1,2025-11-15,Poor Network
CUST100680,0,,
CUST100681,0,,
CUST100682,0,,
CUST100683,0,,
CUST100684,0,,
CUST100685,0,,
CUST100686,0,,
CUST100687,1,2025-09-05,High Charges
CUST100688,1,2025-10-21,Better Offer Elsewhere
CUST100689,1,2025-10-03,Poor Customer Service
CUST100690,0,,
CUST100691,1,2025-10-09,Better Offer Elsewhere
CUST100692,1,2026-01-03,Poor Customer Service
CUST100693,1,2025-12-12,Poor Network
CUST100694,1,2025-10-27,Poor Network
CUST100695,0,,
CUST100696,0,,
CUST100697,0,,
CUST100698,1,2026-01-29,Better Offer Elsewhere
CUST100699,0,,
CUST100700,0,,
CUST100701,0,,
CUST100702,0,,
CUST100703,1,2026-01-26,Better Offer Elsewhere
CUST100704,0,,
CUST100705,0,,
CUST100706,0,,
CUST100707,0,,
CUST100708,0,,
CUST100709,0,,
CUST100710,1,2025-09-01,Other
CUST100711,1,2025-12-05,Poor Customer Service
CUST100712,1,2025-11-29,Poor Network
CUST100713,1,2026-01-30,Poor Customer Service
CUST100714,0,,
CUST100715,1,2026-01-02,High Charges
CUST100716,0,,
CUST100717,0,,
CUST100718,1,2025-08-05,Poor Customer Service
CUST100719,0,,
CUST100720,0,,
CUST100721,0,,
CUST100722,0,,
CUST100723,0,,
CUST100724,0,,
CUST100725,0,,
CUST100726,0,,
CUST100727,0,,
CUST100728,1,2026-01-19,Poor Network
CUST100729,0,,
CUST100730,1,2025-12-15,Better Offer Elsewhere
CUST100731,0,,
CUST100732,1,2025-09-10,High Charges
CUST100733,0,,
CUST100734,0,,
CUST100735,0,,
CUST100736,0,,
CUST100737,1,2025-12-06,Poor Network
CUST100738,0,,
CUST100739,0,,
CUST100740,0,,
CUST100741,0,,
CUST100742,0,,
CUST100743,0,,
CUST100744,0,,
CUST100745,0,,
CUST100746,1,2026-01-10,Better Offer Elsewhere
CUST100747,0,,
CUST100748,0,,
CUST100749,0,,
CUST100750,0,,
CUST100751,0,,
CUST100752,1,2025-10-13,High Charges
CUST100753,0,,
CUST100754,0,,
CUST100755,0,,
CUST100756,1,2025-10-19,Poor Customer Service
CUST100757,0,,
CUST100758,0,,
CUST100759,0,,
CUST100760,0,,
CUST100761,0,,
CUST100762,0,,
CUST100763,0,,
CUST100764,0,,
CUST100765,0,,
CUST100766,0,,
CUST100767,1,2025-11-12,High Charges
CUST100768,0,,
CUST100769,0,,
CUST100770,0,,
CUST100771,1,2026-01-19,Poor Network
CUST100772,0,,
CUST100773,0,,
CUST100774,0,,
CUST100775,1,2025-08-13,Other
CUST100776,0,,
CUST100777,0,,
CUST100778,0,,
CUST100779,0,,
CUST100780,0,,
CUST100781,0,,
CUST100782,1,2025-09-01,Poor Customer Service
CUST100783,0,,
CUST100784,0,,
CUST100785,0,,
CUST100786,0,,
CUST100787,0,,
CUST100788,1,2025-09-27,High Charges
CUST100789,1,2025-08-09,Better Offer Elsewhere
CUST100790,0,,
CUST100791,0,,
CUST100792,1,2025-12-23,High Charges
CUST100793,0,,
CUST100794,0,,
CUST100795,0,,
CUST100796,1,2025-08-24,High Charges
CUST100797,0,,
CUST100798,0,,
CUST100799,1,2025-09-11,Poor Network
CUST100800,0,,
CUST100801,0,,
CUST100802,0,,
CUST100803,0,,
CUST100804,0,,
CUST100805,0,,
CUST100806,0,,
CUST100807,0,,
CUST100808,1,2026-01-10,High Charges
CUST100809,0,,
CUST100810,1,2026-01-27,Better Offer Elsewhere
CUST100811,0,,
CUST100812,0,,
CUST100813,0,,
CUST100814,1,2025-11-13,Poor Network
CUST100815,0,,
CUST100816,0,,
CUST100817,1,2025-08-14,High Charges
CUST100818,0,,
CUST100819,0,,
CUST100820,0,,
CUST100821,1,2025-12-30,Better Offer Elsewhere
CUST100822,0,,
CUST100823,0,,
CUST100824,0,,
CUST100825,0,,
CUST100826,0,,
CUST100827,0,,
CUST100828,0,,
CUST100829,0,,
CUST100830,0,,
CUST100831,0,,
CUST100832,0,,
CUST100833,0,,
CUST100834,0,,
CUST100835,0,,
CUST100836,0,,
CUST100837,1,2026-01-08,High Charges
CUST100838,0,,
CUST100839,0,,
CUST100840,0,,
CUST100841,0,,
CUST100842,0,,
CUST100843,1,2026-01-27,Poor Network
CUST100844,0,,
CUST100845,0,,
CUST100846,0,,
CUST100847,0,,
CUST100848,0,,
CUST100849,0,,
CUST100850,0,,
CUST100851,1,2025-09-22,High Charges
CUST100852,0,,
CUST100853,1,2025-08-23,High Charges
CUST100854,0,,
CUST100855,0,,
CUST100856,0,,
CUST100857,0,,
CUST100858,0,,
CUST100859,0,,
CUST100860,0,,
CUST100861,0,,
CUST100862,1,2025-10-26,Poor Network
CUST100863,0,,
CUST100864,0,,
CUST100865,0,,
CUST100866,0,,
CUST100867,0,,
CUST100868,0,,
CUST100869,0,,
CUST100870,0,,
CUST100871,0,,
CUST100872,0,,
CUST100873,0,,
CUST100874,1,2025-11-13,Better Offer Elsewhere
CUST100875,0,,
CUST100876,1,2025-11-08,High Charges
CUST100877,1,2025-12-30,High Charges
CUST100878,0,,
CUST100879,0,,
CUST100880,0,,
CUST100881,0,,
CUST100882,0,,
CUST100883,1,2025-11-04,High Charges
CUST100884,0,,
CUST100885,0,,
CUST100886,1,2026-01-27,High Charges
CUST100887,0,,
CUST100888,0,,
CUST100889,0,,
CUST100890,0,,
CUST100891,0,,
CUST100892,0,,
CUST100893,0,,
CUST100894,0,,
CUST100895,0,,
CUST100896,0,,
CUST100897,0,,
CUST100898,0,,
CUST100899,0,,
CUST100900,0,,
CUST100901,0,,
CUST100902,1,2025-10-09,High Charges
CUST100903,0,,
CUST100904,0,,
CUST100905,0,,
CUST100906,1,2025-08-06,High Charges
CUST100907,0,,
CUST100908,0,,
CUST100909,0,,
CUST100910,0,,
CUST100911,1,2026-01-03,Poor Network
CUST100912,0,,
CUST100913,0,,
CUST100914,1,2026-01-30,High Charges
CUST100915,0,,
CUST100916,0,,
CUST100917,1,2025-08-14,Poor Customer Service
CUST100918,1,2026-01-05,Poor Network
CUST100919,0,,
CUST100920,0,,
CUST100921,0,,
CUST100922,0,,
CUST100923,0,,
CUST100924,0,,
CUST100925,0,,
CUST100926,0,,
CUST100927,1,2025-09-23,High Charges
CUST100928,0,,
CUST100929,0,,
CUST100930,1,2025-11-18,High Charges
CUST100931,0,,
CUST100932,0,,
CUST100933,0,,
CUST100934,0,,
CUST100935,0,,
CUST100936,0,,
CUST100937,1,2025-08-31,High Charges
CUST100938,0,,
CUST100939,1,2025-08-13,Poor Network
CUST100940,1,2025-11-09,High Charges
CUST100941,0,,
CUST100942,0,,
CUST100943,0,,
CUST100944,0,,
CUST100945,0,,
CUST100946,0,,
CUST100947,1,2025-10-29,Poor Network
CUST100948,1,2025-08-11,Poor Customer Service
CUST100949,0,,
CUST100950,1,2025-12-23,Better Offer Elsewhere
CUST100951,0,,
CUST100952,0,,
CUST100953,0,,
CUST100954,0,,
CUST100955,0,,
CUST100956,0,,
CUST100957,0,,
CUST100958,0,,
CUST100959,1,2025-08-13,Other
CUST100960,1,2025-12-26,Poor Network
CUST100961,0,,
CUST100962,0,,
CUST100963,0,,
CUST100964,0,,
CUST100965,0,,
CUST100966,0,,
CUST100967,0,,
CUST100968,0,,
CUST100969,1,2025-10-22,High Charges
CUST100970,1,2025-11-24,Poor Network
CUST100971,0,,
CUST100972,0,,
CUST100973,0,,
CUST100974,0,,
CUST100975,0,,
CUST100976,0,,
CUST100977,0,,
CUST100978,0,,
CUST100979,1,2025-12-27,Poor Network
CUST100980,0,,
CUST100981,0,,
CUST100982,1,2025-09-06,High Charges
CUST100983,1,2025-10-01,Better Offer Elsewhere
CUST100984,0,,
CUST100985,0,,
CUST100986,0,,
CUST100987,1,2026-01-05,Better Offer Elsewhere
CUST100988,0,,
CUST100989,0,,
CUST100990,0,,
CUST100991,0,,
CUST100992,1,2025-09-30,Better Offer Elsewhere
CUST100993,0,,
CUST100994,1,2025-08-26,High Charges
CUST100995,0,,
CUST100996,1,2026-01-21,High Charges
CUST100997,0,,
CUST100998,0,,
CUST100999,1,2025-09-28,High Charges
CUST101000,0,,
CUST101001,0,,
CUST101002,1,2025-10-05,Poor Network
CUST101003,0,,
CUST101004,0,,
CUST101005,0,,
CUST101006,0,,
CUST101007,0,,
CUST101008,0,,
CUST101009,1,2025-11-16,Better Offer Elsewhere
CUST101010,1,2026-01-17,Other
CUST101011,0,,
CUST101012,0,,
CUST101013,0,,
CUST101014,1,2025-10-12,Other
CUST101015,0,,
CUST101016,0,,
CUST101017,0,,
CUST101018,0,,
CUST101019,0,,
CUST101020,1,2025-10-12,Poor Network
CUST101021,0,,
CUST101022,0,,
CUST101023,0,,
CUST101024,0,,
CUST101025,0,,
CUST101026,0,,
CUST101027,0,,
CUST101028,0,,
CUST101029,0,,
CUST101030,0,,
CUST101031,1,2025-09-16,High Charges
CUST101032,1,2025-11-09,Poor Customer Service
CUST101033,1,2025-12-02,High Charges
CUST101034,1,2026-01-15,Better Offer Elsewhere
CUST101035,0,,
CUST101036,1,2026-01-08,Poor Customer Service
CUST101037,0,,
CUST101038,0,,
CUST101039,1,2025-08-13,Poor Network
CUST101040,0,,
CUST101041,0,,
CUST101042,0,,
CUST101043,0,,
CUST101044,1,2025-10-03,High Charges
CUST101045,0,,
CUST101046,0,,
CUST101047,0,,
CUST101048,0,,
CUST101049,0,,
CUST101050,0,,
CUST101051,0,,
CUST101052,1,2025-11-09,Poor Network
CUST101053,0,,
CUST101054,0,,
CUST101055,0,,
CUST101056,1,2025-08-05,Poor Network
CUST101057,1,2025-10-02,Poor Network
CUST101058,0,,
CUST101059,1,2025-08-28,Poor Customer Service
CUST101060,0,,
CUST101061,0,,
CUST101062,0,,
CUST101063,0,,
CUST101064,1,2026-01-14,High Charges
CUST101065,0,,
CUST101066,0,,
CUST101067,1,2025-08-29,Poor Customer Service
CUST101068,0,,
CUST101069,0,,
CUST101070,0,,
CUST101071,1,2025-08-31,Better Offer Elsewhere
CUST101072,0,,
CUST101073,1,2025-08-04,High Charges
CUST101074,0,,
CUST101075,0,,
CUST101076,0,,
CUST101077,0,,
CUST101078,0,,
CUST101079,0,,
CUST101080,0,,
CUST101081,0,,
CUST101082,0,,
CUST101083,0,,
CUST101084,0,,
CUST101085,1,2025-08-26,Better Offer Elsewhere
CUST101086,0,,
CUST101087,1,2025-10-25,High Charges
CUST101088,0,,
CUST101089,0,,
CUST101090,0,,
CUST101091,0,,
CUST101092,1,2025-08-20,High Charges
CUST101093,0,,
CUST101094,1,2025-12-19,Better Offer Elsewhere
CUST101095,0,,
